
    0       	110.31		170	0.34227	0.65773	   0	   0	   0	   0	   0	   0	   0	
    1       	122.34		170	0.42457	0.57543	   0	   0	   0	   0	   0	   0	   0	
    2       	128.84		170	0.46908	0.53092	   0	   0	   0	   0	   0	   0	   0	
    3       	133.31		170	0.49973	0.50027	   0	   0	   0	   0	   0	   0	   0	
    4       	136.72		170	0.52308	0.47692	   0	   0	   0	   0	   0	   0	   0	
    5       	139.45		170	0.54183	0.45817	   0	   0	   0	   0	   0	   0	   0	
    6       	141.73		170	0.55742	0.44258	   0	   0	   0	   0	   0	   0	   0	
    7       	143.66		170	0.57073	0.42927	   0	   0	   0	   0	   0	   0	   0	
    8       	145.35		170	0.58228	0.41772	   0	   0	   0	   0	   0	   0	   0	
    9       	146.83		170	0.59246	0.40754	   0	   0	   0	   0	   0	   0	   0	
    10       	148.15		170	0.60153	0.39847	   0	   0	   0	   0	   0	   0	   0	
    11       	149.33		170	0.60969	0.39031	   0	   0	   0	   0	   0	   0	   0	
    12       	150.41		170	0.61709	0.38291	   0	   0	   0	   0	   0	   0	   0	
    13       	151.39		170	0.62383	0.37617	   0	   0	   0	   0	   0	   0	   0	
    14       	152.28		170	0.63002	0.36998	   0	   0	   0	   0	   0	   0	   0	
    15       	153.11		170	0.63573	0.36427	   0	   0	   0	   0	   0	   0	   0	
    16       	153.88		170	0.64102	0.35898	   0	   0	   0	   0	   0	   0	   0	
    17       	154.59		170	0.64593	0.35407	   0	   0	   0	   0	   0	   0	   0	
    18       	155.11		170	0.65112	0.34888	   0	   0	   0	   0	   0	   0	   0	
    19       	155.6		170	0.65596	0.34404	   0	   0	   0	   0	   0	   0	   0	
    20       	156.05		170	0.66048	0.33952	   0	   0	   0	   0	   0	   0	   0	
    21       	156.47		170	0.6647	0.3353	   0	   0	   0	   0	   0	   0	   0	
    22       	156.87		170	0.66866	0.33134	   0	   0	   0	   0	   0	   0	   0	
    23       	157.24		170	0.67239	0.32761	   0	   0	   0	   0	   0	   0	   0	
    24       	157.59		170	0.67081	0.32919	   0	   0	   0	   0	   0	   0	   0	
    25       	157.92		170	0.6792	0.3208	   0	   0	   0	   0	   0	   0	   0	
    26       	158.23		170	0.68233	0.31767	   0	   0	   0	   0	   0	   0	   0	
    27       	158.53		170	0.6853	0.3147	   0	   0	   0	   0	   0	   0	   0	
    28       	158.81		170	0.68811	0.31189	   0	   0	   0	   0	   0	   0	   0	
    29       	159.08		170	0.69078	0.30922	   0	   0	   0	   0	   0	   0	   0	
    30       	159.33		170	0.69332	0.30668	   0	   0	   0	   0	   0	   0	   0	
    31       	159.57		170	0.69574	0.30426	   0	   0	   0	   0	   0	   0	   0	
    32       	159.8		170	0.69805	0.30195	   0	   0	   0	   0	   0	   0	   0	
    33       	160.03		170	0.70026	0.29974	   0	   0	   0	   0	   0	   0	   0	
    34       	160.24		170	0.70237	0.29763	   0	   0	   0	   0	   0	   0	   0	
    35       	160.44		170	0.70438	0.29562	   0	   0	   0	   0	   0	   0	   0	
